"Name","Aura","CL","Slot","Price","Weight","Description","Requirements","Cost","Group","Source","AL","Int","Wis","Cha","Ego","Communication","Senses","Powers","MagicItems","Destruction","MinorArtifactFlag","MajorArtifactFlag","Abjuration","Conjuration","Divination","Enchantment","Evocation","Necromancy","Transmutation","AuraStrength","WeightValue","PriceValue","CostValue","Languages","BaseItem","LinkText","id"
"Strand of Prayer Beads, greater","strong (many schools)",17,"none","95,800 gp","1/2 lb.","This item appears to be nothing more than a string of prayer beads until the owner casts a divine spell while the beads are carried. Once that occurs, the owner instantly knows the powers of the prayer beads and understands how to activate the strand's special magical beads. Each strand includes two or more special beads, each with a different magic power selected from the following list. Special Bead Type Special Bead Ability Bead of blessing Wearer can cast bless. Bead of healing Wearer can cast his choice of cure serious wounds, remove blindness/ deafness, or remove disease. Bead of karma Wearer casts his spells at +4 caster level. Effect lasts 10 minutes. Bead of smiting Wearer can cast chaos hammer, holy smite, order's wrath, or unholy blight (Will DC 17 partial). Bead of summons Summons a powerful creature of appropriate alignment from the Outer Planes (an angel, devil, etc.) to aid the wearer for 1 day. (If the wearer uses the bead of summons to summon a deity's emissary frivolously, the deity takes that character's items and places a geas upon him as punishment at the very least.) Bead of wind walking Wearer can cast wind walk. A lesser strand of prayer beads has a bead of blessing and a bead of healing. A strand of prayer beads has a bead of healing, a bead of karma, and a bead of smiting. A greater strand of prayer beads has a bead of healing, a bead of karma, a bead of summons, and a bead of wind walking. Each special bead can be used once per day, except for the bead of summons, which works only once and then becomes nonmagical. The beads of blessing, smiting, and wind walking function as spell trigger items; the beads of karma and summons can be activated by any character capable of casting divine spells. The owner need not hold or wear the strand of prayer beads in any specific location, as long as he carries it somewhere on his person. The power of a special bead is lost if it is removed from the strand. Reduce the price of a strand of prayer beads that is missing one or more beads by the following amounts: bead of blessing -600 gp, bead of healing -9,000 gp, bead of karma -20,000 gp, bead of smiting -16,800 gp, bead of summons -20,000 gp, bead of wind walking -46,800 gp.","Craft Wondrous Item and one of the following spells per bead, as appropriate: bless (blessing), cure serious wounds, remove blindness/ deafness, or remove disease (healing), righteous might (karma), gate (summons), chaos hammer, holy smite, order's wrath, or unholy blight (smiting), wind walk (wind walking)","47,900 gp","Wondrous Item","PFRPG Core",,,,,,,,,,,0,0,0,0,0,0,0,0,0,"strong",0.5,95800,47900,,,"Strand of Prayer Beads; greater",570
"Strand of Prayer Beads, lesser","faint (many schools)",5,"none","9,600 gp","1/2 lb.","This item appears to be nothing more than a string of prayer beads until the owner casts a divine spell while the beads are carried. Once that occurs, the owner instantly knows the powers of the prayer beads and understands how to activate the strand's special magical beads. Each strand includes two or more special beads, each with a different magic power selected from the following list. Special Bead Type Special Bead Ability Bead of blessing Wearer can cast bless. Bead of healing Wearer can cast his choice of cure serious wounds, remove blindness/ deafness, or remove disease. Bead of karma Wearer casts his spells at +4 caster level. Effect lasts 10 minutes. Bead of smiting Wearer can cast chaos hammer, holy smite, order's wrath, or unholy blight (Will DC 17 partial). Bead of summons Summons a powerful creature of appropriate alignment from the Outer Planes (an angel, devil, etc.) to aid the wearer for 1 day. (If the wearer uses the bead of summons to summon a deity's emissary frivolously, the deity takes that character's items and places a geas upon him as punishment at the very least.) Bead of wind walking Wearer can cast wind walk. A lesser strand of prayer beads has a bead of blessing and a bead of healing. A strand of prayer beads has a bead of healing, a bead of karma, and a bead of smiting. A greater strand of prayer beads has a bead of healing, a bead of karma, a bead of summons, and a bead of wind walking. Each special bead can be used once per day, except for the bead of summons, which works only once and then becomes nonmagical. The beads of blessing, smiting, and wind walking function as spell trigger items; the beads of karma and summons can be activated by any character capable of casting divine spells. The owner need not hold or wear the strand of prayer beads in any specific location, as long as he carries it somewhere on his person. The power of a special bead is lost if it is removed from the strand. Reduce the price of a strand of prayer beads that is missing one or more beads by the following amounts: bead of blessing -600 gp, bead of healing -9,000 gp, bead of karma -20,000 gp, bead of smiting -16,800 gp, bead of summons -20,000 gp, bead of wind walking -46,800 gp.","Craft Wondrous Item and one of the following spells per bead, as appropriate: bless (blessing), cure serious wounds, remove blindness/ deafness, or remove disease (healing)","4,800 gp","Wondrous Item","PFRPG Core",,,,,,,,,,,0,0,0,0,0,0,0,0,0,"faint",0.5,9600,4800,,,"Strand of Prayer Beads; lesser",568
"Strand of Prayer Beads, standard","moderate (many schools)",9,"none","45,800 gp","1/2 lb.","This item appears to be nothing more than a string of prayer beads until the owner casts a divine spell while the beads are carried. Once that occurs, the owner instantly knows the powers of the prayer beads and understands how to activate the strand's special magical beads. Each strand includes two or more special beads, each with a different magic power selected from the following list. Special Bead Type Special Bead Ability Bead of blessing Wearer can cast bless. Bead of healing Wearer can cast his choice of cure serious wounds, remove blindness/ deafness, or remove disease. Bead of karma Wearer casts his spells at +4 caster level. Effect lasts 10 minutes. Bead of smiting Wearer can cast chaos hammer, holy smite, order's wrath, or unholy blight (Will DC 17 partial). Bead of summons Summons a powerful creature of appropriate alignment from the Outer Planes (an angel, devil, etc.) to aid the wearer for 1 day. (If the wearer uses the bead of summons to summon a deity's emissary frivolously, the deity takes that character's items and places a geas upon him as punishment at the very least.) Bead of wind walking Wearer can cast wind walk. A lesser strand of prayer beads has a bead of blessing and a bead of healing. A strand of prayer beads has a bead of healing, a bead of karma, and a bead of smiting. A greater strand of prayer beads has a bead of healing, a bead of karma, a bead of summons, and a bead of wind walking. Each special bead can be used once per day, except for the bead of summons, which works only once and then becomes nonmagical. The beads of blessing, smiting, and wind walking function as spell trigger items; the beads of karma and summons can be activated by any character capable of casting divine spells. The owner need not hold or wear the strand of prayer beads in any specific location, as long as he carries it somewhere on his person. The power of a special bead is lost if it is removed from the strand. Reduce the price of a strand of prayer beads that is missing one or more beads by the following amounts: bead of blessing -600 gp, bead of healing -9,000 gp, bead of karma -20,000 gp, bead of smiting -16,800 gp, bead of summons -20,000 gp, bead of wind walking -46,800 gp.","Craft Wondrous Item and one of the following spells per bead, as appropriate: bless (blessing), cure serious wounds, remove blindness/ deafness, or remove disease (healing), righteous might (karma), chaos hammer, holy smite, order's wrath, or unholy blight (smiting)","22,900 gp","Wondrous Item","PFRPG Core",,,,,,,,,,,0,0,0,0,0,0,0,0,0,"moderate",0.5,45800,22900,,,"Strand of Prayer Beads; standard",569
"Sword, -2 Cursed","strong evocation",15,"none",,"4 lbs.","This longsword performs well against targets in practice, but when used in combat its wielder takes a -2 penalty on attack rolls. All damage dealt is also reduced by 2 points, but never below a minimum of 1 point of damage on any successful hit. The sword always forces that character to employ it rather than another weapon. The sword's owner automatically draws it and fights with it even when she meant to draw or ready some other weapon.",,,"Cursed","PFRPG Core",,,,,,,,,"+2 longsword, any magic weapon",,0,0,0,0,0,0,1,0,0,"strong",4,0,0,,,"Sword; -2 Cursed",344
"Sword, Berserking","moderate evocation",8,"none",,"12 lbs.","This sword appears to be a +2 greatsword. However, whenever it is used in battle, its wielder goes berserk (gaining all the benefits and drawbacks of the barbarian's rage ability). He attacks the nearest creature and continues to fight until unconscious or dead or until no living thing remains within 30 feet. Although many see this sword as a cursed object, others see it as a boon.",,,"Cursed","PFRPG Core",,,,,,,,,"+2 greatsword, any magic weapon",,0,0,0,0,0,0,1,0,0,"moderate",12,0,0,,,"Sword; Berserking",303
"Talisman of Pure Good","strong evocation [good]",18,"none",,0,"A good divine spellcaster who possesses this item can cause a flaming crack to open at the feet of an evil divine spellcaster who is up to 100 feet away. The intended victim is swallowed up forever and sent hurtling to the center of the earth. The wielder of the talisman must be good, and if he is not exceptionally pure in thought and deed, the evil character gains a DC 19 Reflex saving throw to leap away from the crack. Obviously, the target must be standing on solid ground for this item to function. A talisman of pure good has 6 charges. If a neutral (LN, N, CN) divine spellcaster touches one of these stones, he takes 6d6 points of damage per round of contact. If an evil divine spellcaster touches one, he takes 8d6 points of damage per round of contact. All other characters are unaffected by the device.",,,"Artifact","PFRPG Core",,,,,,,,,,"The talisman of pure good can be destroyed by placing it in the mouth of a holy man who died while committing a truly heinous act of his own free will.",1,0,0,0,0,0,1,0,0,"strong",0,0,0,,,"NULL",1025
"Talisman of the Sphere","strong transmutation",16,"none",,"1 lb.","This small adamantine loop and handle is typically fitted with a fine adamantine chain so that it can be worn about as a necklace. A talisman of the sphere is worse than useless to those unable to cast arcane spells. Characters who cannot cast arcane spells take 5d6 points of damage merely from picking up and holding a talisman of this sort. However, when held by an arcane spellcaster who is concentrating on control of a sphere of annihilation, a talisman of the sphere doubles the character's modifier on his control check (doubling both his Intelligence bonus and his character level for this purpose). If the wielder of a talisman establishes control, he need check for maintaining control only every other round thereafter. If control is not established, the sphere moves toward him. Note that while many spells and effects of cancellation have no effect upon a sphere of annihilation, the talisman's power of control can be suppressed or canceled.",,,"Artifact","PFRPG Core",,,,,,,,,,"A talisman of the sphere can only be destroyed by throwing the item into a sphere of annihilation.",1,0,0,0,0,0,0,0,1,"strong",1,0,0,,,"NULL",1026
"Talisman of Ultimate Evil","strong evocation [evil]",18,"none",,0,"An evil divine spellcaster who possesses this item can cause a flaming crack to open at the feet of a good divine spellcaster who is up to 100 feet away. The intended victim is swallowed up forever and sent hurtling to the center of the earth. The wielder of the talisman must be evil, and if she is not exceptionally foul and perverse in the sights of her evil deity, the good character gains a DC 19 Reflex save to leap away from the crack. Obviously, the target must be standing on solid ground for this item to function. A talisman of ultimate evil has 6 charges. If a neutral (LN, N, CN) divine spellcaster touches one of these stones, she takes 6d6 points of damage per round of contact. If a good divine spellcaster touches one, she takes 8d6 points of damage per round of contact. All other characters are unaffected by the device.",,,"Artifact","PFRPG Core",,,,,,,,,,"If a talisman of ultimate evil is given to the newborn child of a redeemed villain, it instantly crumbles to dust.",1,0,0,0,0,0,1,0,0,"strong",0,0,0,,,"NULL",1027
"The Orbs of Dragonkind","strong enchantment",20,"none",,"5 lbs.","Each of these fabled Orbs contains the essence and personality of an ancient dragon of a different variety (one for each of the major ten different chromatic and metallic dragons). The bearer of an Orb can, as a standard action, dominate dragons of its particular variety within 500 feet (as dominate monster), the dragon being forced to make a DC 25 Will save to resist. Spell resistance is not useful against this effect. Each Orb of Dragonkind bestows upon the wielder the AC and saving throw bonuses of the dragon within. These values replace whatever values the character would otherwise have, whether they are better or worse. These values cannot be modified by any means short of ridding the character of the Orb. A character possessing an Orb of Dragonkind is immune to the breath weapon-but only the breath weapon-of the dragon variety keyed to the Orb. Finally, a character possessing an Orb can herself use the breath weapon of the dragon in the Orb three times per day. All Orbs of Dragonkind can be used to communicate verbally and visually with the possessors of the other Orbs. The owner of an Orb knows if there are dragons within 10 miles at all times. For dragons of the Orb's particular variety, the range is 100 miles. If within 1 mile of a dragon of the Orb's variety, the wielder can determine the dragon's exact location and age. The bearer of one of these Orbs earns the enmity of dragonkind forever for profiting by draconic enslavement, even if she later loses the item. Each Orb also has an individual power that can be invoked once per round at caster level 10th. • Black Dragon Orb: Fly. • Blue Dragon Orb: Haste. • Brass Dragon Orb: Teleport. • Bronze Dragon Orb: Scrying (Will DC 18 negates). • Copper Dragon Orb: Suggestion (Will DC 17 negates). • Gold Dragon Orb: The owner of the gold Orb can call upon any power possessed by one of the other Orbs-including the dominate and breath weapon abilities but not AC, save bonuses, or breath weapon immunity-but can only use an individual power once per day. She can dominate any other possessor of an Orb within 1 mile (Will DC 23 negates). • Green Dragon Orb: Spectral hand. • Red Dragon Orb: Wall of fire. • Silver Dragon Orb: Cure critical wounds (Will DC 18 half ). • White Dragon Orb: Protection from energy (cold) (Fortitude DC 17 negates)",,,"Artifact","PFRPG Core",,,,,,,,,,"An orb of dragonkind immediately shatters if it is caught in the breath weapon of a dragon who is a blood relative of the dragon trapped within. This causes everyone within 90 feet to be struck by the breath weapon of that dragon, released as the orb explodes.",0,1,0,0,0,1,0,0,0,"strong",5,0,0,,,"NULL",1030
"The Shadowstaff","strong conjuration",20,"none",,"1 lb.","This artifact was crafted ages ago, weaving together wispy strands of shadow into a twisted black staff. makes the wielder slightly shadowy and incorporeal, granting him a +4 bonus to AC and on Reflex saves (which stacks with any other bonuses). However, in bright light (such as that of the sun, but not a torch) or in absolute darkness, the wielder takes a -2 penalty on all attack rolls, saves, and checks. also has these powers. • Summon Shadows: Three times per day the staff may summon 2d4 shadows. Immune to turning, they serve the wielder as if called by a summon monster V spell cast at 20th level. • Summon Nightshade: Once per month, the staff can summon an advanced shadow demon that serves the wielder as if called by a summon monster IX spell cast at 20th level. • Shadow Form: Three times per day the wielder can become a living shadow, with all the movement powers granted by gaseous form. • Shadow Bolt: Three times per day the staff can project a ray attack that deals 10d6 points of cold damage to a single target. The shadow bolt has a range of 100 feet.",,,"Artifact","PFRPG Core",,,,,,,,,,"fades away to nothingness if it is exposed to true sunlight for a continuous 24 hour period.",0,1,0,1,0,0,0,0,0,"strong",1,0,0,,"quarterstaff","NULL",1031
"Tome of Clear Thought +1","strong evocation (if miracle is used)",17,"none","27,500 gp","5 lbs.","This heavy book contains instruction on improving memory and logic, but entwined within the words is a powerful magical effect. If anyone reads this book, which takes a total of 48 hours over a minimum of 6 days, she gains an inherent bonus from +1 to +5 (depending on the type of tome) to her Intelligence score. Once the book is read, the magic disappears from the pages and it becomes a normal book.","Craft Wondrous Item, miracle or wish","26,250 gp","Wondrous Item","PFRPG Core",,,,,,,,,,,0,0,0,0,0,0,1,0,0,"strong",5,27500,26250,,,"Tome of Clear Thought +1",472
"Tome of Clear Thought +2","strong evocation (if miracle is used)",17,"none","55,000 gp","5 lbs.","This heavy book contains instruction on improving memory and logic, but entwined within the words is a powerful magical effect. If anyone reads this book, which takes a total of 48 hours over a minimum of 6 days, she gains an inherent bonus from +1 to +5 (depending on the type of tome) to her Intelligence score. Once the book is read, the magic disappears from the pages and it becomes a normal book.","Craft Wondrous Item, miracle or wish","52,500 gp","Wondrous Item","PFRPG Core",,,,,,,,,,,0,0,0,0,0,0,1,0,0,"strong",5,55000,52500,,,"Tome of Clear Thought +2",473
"Tome of Clear Thought +3","strong evocation (if miracle is used)",17,"none","82,500 gp","5 lbs.","This heavy book contains instruction on improving memory and logic, but entwined within the words is a powerful magical effect. If anyone reads this book, which takes a total of 48 hours over a minimum of 6 days, she gains an inherent bonus from +1 to +5 (depending on the type of tome) to her Intelligence score. Once the book is read, the magic disappears from the pages and it becomes a normal book.","Craft Wondrous Item, miracle or wish","78,750 gp","Wondrous Item","PFRPG Core",,,,,,,,,,,0,0,0,0,0,0,1,0,0,"strong",5,82500,78750,,,"Tome of Clear Thought +3",474
"Tome of Clear Thought +4","strong evocation (if miracle is used)",17,"none","110,000 gp","5 lbs.","This heavy book contains instruction on improving memory and logic, but entwined within the words is a powerful magical effect. If anyone reads this book, which takes a total of 48 hours over a minimum of 6 days, she gains an inherent bonus from +1 to +5 (depending on the type of tome) to her Intelligence score. Once the book is read, the magic disappears from the pages and it becomes a normal book.","Craft Wondrous Item, miracle or wish","105,000 gp","Wondrous Item","PFRPG Core",,,,,,,,,,,0,0,0,0,0,0,1,0,0,"strong",5,110000,105000,,,"Tome of Clear Thought +4",475
"Tome of Clear Thought +5","strong evocation (if miracle is used)",17,"none","137,500 gp","5 lbs.","This heavy book contains instruction on improving memory and logic, but entwined within the words is a powerful magical effect. If anyone reads this book, which takes a total of 48 hours over a minimum of 6 days, she gains an inherent bonus from +1 to +5 (depending on the type of tome) to her Intelligence score. Once the book is read, the magic disappears from the pages and it becomes a normal book.","Craft Wondrous Item, miracle or wish","131,250 gp","Wondrous Item","PFRPG Core",,,,,,,,,,,0,0,0,0,0,0,1,0,0,"strong",5,137500,131250,,,"Tome of Clear Thought +5",476
"Tome of Leadership and Influence +1","strong evocation (if miracle is used)",17,"none","27,500 gp","5 lbs.","This ponderous book details suggestions for persuading and inspiring others, but entwined within the words is a powerful magical effect. If anyone reads this book, which takes a total of 48 hours over a minimum of 6 days, he gains an inherent bonus from +1 to +5 (depending on the type of tome) to his Charisma score. Once the book is read, the magic disappears from the pages and it becomes a normal book.","Craft Wondrous Item, miracle or wish","26,250 gp","Wondrous Item","PFRPG Core",,,,,,,,,,,0,0,0,0,0,0,1,0,0,"strong",5,27500,26250,,,"Tome of Leadership and Influence +1",477
"Tome of Leadership and Influence +2","strong evocation (if miracle is used)",17,"none","55,000 gp","5 lbs.","This ponderous book details suggestions for persuading and inspiring others, but entwined within the words is a powerful magical effect. If anyone reads this book, which takes a total of 48 hours over a minimum of 6 days, he gains an inherent bonus from +1 to +5 (depending on the type of tome) to his Charisma score. Once the book is read, the magic disappears from the pages and it becomes a normal book.","Craft Wondrous Item, miracle or wish","52,500 gp","Wondrous Item","PFRPG Core",,,,,,,,,,,0,0,0,0,0,0,1,0,0,"strong",5,55000,52500,,,"Tome of Leadership and Influence +2",582
"Tome of Leadership and Influence +3","strong evocation (if miracle is used)",17,"none","82,500 gp","5 lbs.","This ponderous book details suggestions for persuading and inspiring others, but entwined within the words is a powerful magical effect. If anyone reads this book, which takes a total of 48 hours over a minimum of 6 days, he gains an inherent bonus from +1 to +5 (depending on the type of tome) to his Charisma score. Once the book is read, the magic disappears from the pages and it becomes a normal book.","Craft Wondrous Item, miracle or wish","78,750 gp","Wondrous Item","PFRPG Core",,,,,,,,,,,0,0,0,0,0,0,1,0,0,"strong",5,82500,78750,,,"Tome of Leadership and Influence +3",478
"Tome of Leadership and Influence +4","strong evocation (if miracle is used)",17,"none","110,000 gp","5 lbs.","This ponderous book details suggestions for persuading and inspiring others, but entwined within the words is a powerful magical effect. If anyone reads this book, which takes a total of 48 hours over a minimum of 6 days, he gains an inherent bonus from +1 to +5 (depending on the type of tome) to his Charisma score. Once the book is read, the magic disappears from the pages and it becomes a normal book.","Craft Wondrous Item, miracle or wish","105,000 gp","Wondrous Item","PFRPG Core",,,,,,,,,,,0,0,0,0,0,0,1,0,0,"strong",5,110000,105000,,,"Tome of Leadership and Influence +4",479
"Tome of Leadership and Influence +5","strong evocation (if miracle is used)",17,"none","137,500 gp","5 lbs.","This ponderous book details suggestions for persuading and inspiring others, but entwined within the words is a powerful magical effect. If anyone reads this book, which takes a total of 48 hours over a minimum of 6 days, he gains an inherent bonus from +1 to +5 (depending on the type of tome) to his Charisma score. Once the book is read, the magic disappears from the pages and it becomes a normal book.","Craft Wondrous Item, miracle or wish","131,500 gp","Wondrous Item","PFRPG Core",,,,,,,,,,,0,0,0,0,0,0,1,0,0,"strong",5,137500,131500,,,"Tome of Leadership and Influence +5",480
"Tome of Understanding +1","strong evocation (if miracle is used)",17,"none","27,500 gp","5 lbs.","This thick book contains tips for improving instinct and perception, but entwined within the words is a powerful magical effect. If anyone reads this book, which takes a total of 48 hours over a minimum of 6 days, she gains an inherent bonus from +1 to +5 (depending on the type of tome) to her Wisdom score. Once the book is read, the magic disappears from the pages and it becomes a normal book.","Craft Wondrous Item, miracle or wish","26,250 gp","Wondrous Item","PFRPG Core",,,,,,,,,,,0,0,0,0,0,0,1,0,0,"strong",5,27500,26250,,,"Tome of Understanding +1",481
"Tome of Understanding +2","strong evocation (if miracle is used)",17,"none","55,000 gp","5 lbs.","This thick book contains tips for improving instinct and perception, but entwined within the words is a powerful magical effect. If anyone reads this book, which takes a total of 48 hours over a minimum of 6 days, she gains an inherent bonus from +1 to +5 (depending on the type of tome) to her Wisdom score. Once the book is read, the magic disappears from the pages and it becomes a normal book.","Craft Wondrous Item, miracle or wish","52,500 gp","Wondrous Item","PFRPG Core",,,,,,,,,,,0,0,0,0,0,0,1,0,0,"strong",5,55000,52500,,,"Tome of Understanding +2",482
"Tome of Understanding +3","strong evocation (if miracle is used)",17,"none","82,500 gp","5 lbs.","This thick book contains tips for improving instinct and perception, but entwined within the words is a powerful magical effect. If anyone reads this book, which takes a total of 48 hours over a minimum of 6 days, she gains an inherent bonus from +1 to +5 (depending on the type of tome) to her Wisdom score. Once the book is read, the magic disappears from the pages and it becomes a normal book.","Craft Wondrous Item, miracle or wish","78,750 gp","Wondrous Item","PFRPG Core",,,,,,,,,,,0,0,0,0,0,0,1,0,0,"strong",5,82500,78750,,,"Tome of Understanding +3",483
"Tome of Understanding +4","strong evocation (if miracle is used)",17,"none","110,000 gp","5 lbs.","This thick book contains tips for improving instinct and perception, but entwined within the words is a powerful magical effect. If anyone reads this book, which takes a total of 48 hours over a minimum of 6 days, she gains an inherent bonus from +1 to +5 (depending on the type of tome) to her Wisdom score. Once the book is read, the magic disappears from the pages and it becomes a normal book.","Craft Wondrous Item, miracle or wish","105,000 gp","Wondrous Item","PFRPG Core",,,,,,,,,,,0,0,0,0,0,0,1,0,0,"strong",5,110000,105000,,,"Tome of Understanding +4",484
"Tome of Understanding +5","strong evocation (if miracle is used)",17,"none","137,500 gp","5 lbs.","This thick book contains tips for improving instinct and perception, but entwined within the words is a powerful magical effect. If anyone reads this book, which takes a total of 48 hours over a minimum of 6 days, she gains an inherent bonus from +1 to +5 (depending on the type of tome) to her Wisdom score. Once the book is read, the magic disappears from the pages and it becomes a normal book.","Craft Wondrous Item, miracle or wish","131,250 gp","Wondrous Item","PFRPG Core",,,,,,,,,,,0,0,0,0,0,0,1,0,0,"strong",5,137500,131250,,,"Tome of Understanding +5",485
"Unguent of Timelessness","faint transmutation",3,"none","150 gp",0,"When applied to any matter that was once alive, such as wood, paper, or a dead body, this ointment allows that substance to resist the passage of time. Each year of actual time affects the substance as if only a day had passed. The coated object gains a +1 resistance bonus on all saving throws. The unguent never wears off, although it can be magically removed (by dispelling the effect, for instance). One flask contains enough material to coat eight Medium or smaller objects. A Large object counts as two Medium objects, and a Huge object counts as four Medium objects.","Craft Wondrous Item, gentle repose","75 gp","Wondrous Item","PFRPG Core",,,,,,,,,,,0,0,0,0,0,0,0,0,1,"faint",0,150,75,,,"Unguent of Timelessness",270
"Universal Solvent","faint transmutation",3,"none","50 gp",0,"This substance has the unique property of being able to dissolve sovereign glue, tanglefoot bags, and all other adhesives. Applying the solvent is a standard action.","Craft Wondrous Item, acid arrow","25 gp","Wondrous Item","PFRPG Core",,,,,,,,,,,0,0,0,0,0,0,0,0,1,"faint",0,50,25,,,"Universal Solvent",271
"Vacuous Grimoire","strong enchantment",20,"none",,"2 lbs.","A book of this sort looks like a normal one on some mildly interesting topic. Any character who opens the work and reads so much as a single word therein must make two DC 15 Will saves. The first is to determine if the reader takes 1 point of permanent Intelligence and Charisma drain. The second is to find out if the reader takes 2 points of permanent Wisdom drain. To destroy the book, it must be burned while remove curse is being cast. If the grimoire is placed with other books, its appearance instantly alters to conform to the look of those other works.",,,"Cursed","PFRPG Core",,,,,,,,,"blessed book, manual of bodily health, manual of gainful exercise, manual of quickness of action, tome of clear thoughts, tome of leadership and influence, tome of understanding",,0,0,0,0,0,1,0,0,0,"strong",2,0,0,,,"Vacuous Grimoire",304
"Vestment, Druid's","moderate transmutation",10,"body","3,750 gp",0,"This light garment is worn over normal clothing or armor. Most such vestments are green, embroidered with plant or animal motifs. When this item is worn by a character with the wild shape ability, the character can use that ability one additional time each day.","Craft Wondrous Item, polymorph or wild shape ability","1,375 gp","Wondrous Item","PFRPG Core",,,,,,,,,,,0,0,0,0,0,0,0,0,1,"moderate",0,3750,1375,,,"Vestment; Druid's",273
"vibrant purple prism ioun stone","strong varied",12,"none","36,000 gp",0,"These crystalline stones always float in the air and must be within 3 feet of their owner to be of any use. When a character first acquires a stone, she must hold it and then release it, whereupon it takes up a circling orbit 1d3 feet from her head. Thereafter, a stone must be grasped or netted to separate it from its owner. The owner may voluntarily seize and stow a stone (to keep it safe while she is sleeping, for example), but she loses the benefits of the stone during that time. Ioun stones have AC 24, 10 hit points, and hardness 5. Stores three levels of spells, as a ring of spell storing. Stored spells in the vibrant purple stone must be placed by a spellcaster but can be used by anyone (see ring of minor spell storing).","Craft Wondrous Item, creator must be 12th level","18,000 gp","Wondrous Item","PFRPG Core",,,,,,,,,,,0,0,0,0,0,0,0,0,0,"strong",0,36000,18000,,,"Ioun Stone; vibrant purple prism",438
