"Name","Aura","CL","Slot","Price","Weight","Description","Requirements","Cost","Group","Source","AL","Int","Wis","Cha","Ego","Communication","Senses","Powers","MagicItems","Destruction","MinorArtifactFlag","MajorArtifactFlag","Abjuration","Conjuration","Divination","Enchantment","Evocation","Necromancy","Transmutation","AuraStrength","WeightValue","PriceValue","CostValue","Languages","BaseItem","LinkText","id"
"Shifter's Headband +2","moderate transmutation",8,"headband","4,500 gp",0,"This band of reddish fox fur is marked on the front with a distinctive symbol that constantly shifts into a different character. The headband grants the wearer an enhancement bonus to one mental ability score (Intelligence, Wisdom, or Charisma) of +2, +4, or +6. Treat this as a temporary ability bonus for the first 24 hours the headband is worn. This bonus is chosen when the headband is created and cannot be changed. If the headband grants a bonus to Intelligence, it also grants skill ranks as a headband of vast intelligence. If the wearer is a creature who uses magic to change form, she gains the following additional benefits. Shifter's headband +2: The wearer treats her caster level as if it were one level higher when casting spells or creating extracts of the polymorph subschool. Shifter's headband +4: Once per day while under the effect of a polymorph spell or extract, the wearer can assume another form allowed by that effect. This is a standard action. Shifter's headband +6: Whenever the wearer changes her shape with a polymorph effect, she gains DR 5/silver for 1 minute (this ends if she returns to her natural form). These additional shapeshifter abilities are cumulative. For example, a creature wearing a shifter's headband +4 gains the extra transformation ability and treats her caster level as 1 higher than normal for polymorph spells and extracts.","Craft Wondrous Item, polymorph self","2,250 gp","Wondrous Item","Ultimate Equipment",,,,,,,,,,,0,0,0,0,0,0,0,0,1,"moderate",0,4500,2250,,,"NULL",1985
"Shifter's Headband +4","moderate transmutation",8,"headband","17,500 gp",0,"This band of reddish fox fur is marked on the front with a distinctive symbol that constantly shifts into a different character. The headband grants the wearer an enhancement bonus to one mental ability score (Intelligence, Wisdom, or Charisma) of +2, +4, or +6. Treat this as a temporary ability bonus for the first 24 hours the headband is worn. This bonus is chosen when the headband is created and cannot be changed. If the headband grants a bonus to Intelligence, it also grants skill ranks as a headband of vast intelligence. If the wearer is a creature who uses magic to change form, she gains the following additional benefits. Shifter's headband +2: The wearer treats her caster level as if it were one level higher when casting spells or creating extracts of the polymorph subschool. Shifter's headband +4: Once per day while under the effect of a polymorph spell or extract, the wearer can assume another form allowed by that effect. This is a standard action. Shifter's headband +6: Whenever the wearer changes her shape with a polymorph effect, she gains DR 5/silver for 1 minute (this ends if she returns to her natural form). These additional shapeshifter abilities are cumulative. For example, a creature wearing a shifter's headband +4 gains the extra transformation ability and treats her caster level as 1 higher than normal for polymorph spells and extracts.","Craft Wondrous Item, polymorph self","8,750 gp","Wondrous Item","Ultimate Equipment",,,,,,,,,,,0,0,0,0,0,0,0,0,1,"moderate",0,17500,8750,,,"NULL",1986
"Shifter's Headband +6","moderate transmutation",8,"headband","39,000 gp",0,"This band of reddish fox fur is marked on the front with a distinctive symbol that constantly shifts into a different character. The headband grants the wearer an enhancement bonus to one mental ability score (Intelligence, Wisdom, or Charisma) of +2, +4, or +6. Treat this as a temporary ability bonus for the first 24 hours the headband is worn. This bonus is chosen when the headband is created and cannot be changed. If the headband grants a bonus to Intelligence, it also grants skill ranks as a headband of vast intelligence. If the wearer is a creature who uses magic to change form, she gains the following additional benefits. Shifter's headband +2: The wearer treats her caster level as if it were one level higher when casting spells or creating extracts of the polymorph subschool. Shifter's headband +4: Once per day while under the effect of a polymorph spell or extract, the wearer can assume another form allowed by that effect. This is a standard action. Shifter's headband +6: Whenever the wearer changes her shape with a polymorph effect, she gains DR 5/silver for 1 minute (this ends if she returns to her natural form). These additional shapeshifter abilities are cumulative. For example, a creature wearing a shifter's headband +4 gains the extra transformation ability and treats her caster level as 1 higher than normal for polymorph spells and extracts.","Craft Wondrous Item, polymorph self","19,500 gp","Wondrous Item","Ultimate Equipment",,,,,,,,,,,0,0,0,0,0,0,0,0,1,"moderate",0,39000,19500,,,"NULL",1987
"Shifter's Sorrow","strong transmutation",15,"none","12,780 gp","10 lbs.","This +1/+1 two-bladed sword has blades of alchemical silver. The weapon deals an extra 2d6 points of damage against any creature with the shapechanger subtype. When a shapechanger or a creature in an alternate form (such as a druid using wild shape) is struck by the weapon, it must make a successful DC 15 Will save or return to its natural form.","Craft Arms and Armor, baleful polymorph","6,780 gp","Weapon","Ultimate Equipment",,,,,,,,,,,0,0,0,0,0,0,0,0,1,"strong",10,12780,6780,,"+1/+1 silver two-bladed sword","NULL",1363
"Shirt Of Immolation","moderate evocation",10,"chest","8,000 gp","1 lb.","Whenever the wearer is grappling (whether on the offense or defense), this shirt automatically bursts into flame, dealing 1d6+10 points of fire damage every round to anyone grappling the wearer. The flames do not harm the wearer and last one round (though it continues to burn if the wearer is still grappling after one round). The shirt burns for a maximum of 10 rounds per day. These rounds do not need to be consecutive.","Craft Wondrous Item, fire shield","4,000 gp","Wondrous Item","Ultimate Equipment",,,,,,,,,,,0,0,0,0,0,0,1,0,0,"moderate",1,8000,4000,,,"NULL",1776
"Shocking Robe","moderate abjuration and evocation",10,"body","11,000 gp","1 lb.","This violet and yellow silk robe gives the impression of electricity crackling over its surface. The robe grants the wearer electricity resistance 5 and increases the wearer's caster level for all spells with the electricity descriptor by +1. Once per day on command, the wearer of the robe can emit a 20-foot-radius burst of electricity. Creatures other than the wearer within the area take 2d6 points of electricity damage (Reflex DC 16 half).","Craft Wondrous Item, Heighten Spell, resist energy, lightning bolt","5,500 gp","Wondrous Item","Ultimate Equipment",,,,,,,,,,,0,0,1,0,0,0,1,0,0,"moderate",1,11000,5500,,,"NULL",1755
"Shoes Of Lightning Leaping","moderate transmutation",6,"feet","10,500 gp","1 lb.","These short black shoes fit tightly around the wearer's feet and bear designs of leaping arcs of lightning and wild winds. Once per day on command, a creature wearing these boots can transform into lightning and move up to 50 feet in a straight line, re-materializing at the far end of the lightning bolt. Creatures in the path of the lightning take 6d6 points of electricity damage and objects take damage as per the lightning bolt spell. If the lightning strikes an object or barrier and fails to burst through it, the creature wearing the boots appears next to the impacted object and is staggered for 1 round. Movement while in lightning form does not provoke attacks of opportunity.","Craft Wondrous Item, expeditious retreat, lightning bolt","5,250 gp","Wondrous Item","Ultimate Equipment",,,,,,,,,,,0,0,0,0,0,0,0,0,1,"moderate",1,10500,5250,,,"NULL",1855
"Shoes Of The Firewalker","moderate evocation",6,"feet","21,000 gp","1 lb.","These low-cut shoes of polished red leather feature golden eyelets and stitching in a fiery pattern. They grant the wearer fire resistance 10 and allow the wearer to walk atop lava and magma as if subject to the water walk spell.","Craft Wondrous Item, resist energy, water walk","10,500 gp","Wondrous Item","Ultimate Equipment",,,,,,,,,,,0,0,0,0,0,0,1,0,0,"moderate",1,21000,10500,,,"NULL",1856
"Shroud Of Disintegration","moderate transmutation",11,"none","3,300 gp","10 lbs.","These burial wrappings are made of fine, embroidered materials. When a body is placed inside, speaking a command word turns the body to dust. The magic of the shroud is usable only once, after which the wrappings become ordinary, fine cloth.","Craft Wondrous Item, disintegrate","1,650 gp","Wondrous Item","Ultimate Equipment",,,,,,,,,,,0,0,0,0,0,0,0,0,1,"moderate",10,3300,1650,,,"NULL",2389
"Sickening Metamagic Rod","strong (no school)",17,"none","32,500 gp","5 lbs.","The wielder can cast up to three spells per day that sicken affected creatures as though using the Sickening Spell feat (Advanced Player's Guide).","Craft Rod, Sickening Spell","16,250 gp","Rod","Ultimate Equipment",,,,,,,,,,,0,0,0,0,0,0,0,0,0,"strong",5,32500,16250,,,"NULL",1586
"Sickening Metamagic Rod, Greater","strong (no school)",17,"none","73,000 gp","5 lbs.","The wielder can cast up to three spells per day that sicken affected creatures as though using the Sickening Spell feat (Advanced Player's Guide).","Craft Rod, Sickening Spell","36,500 gp","Rod","Ultimate Equipment",,,,,,,,,,,0,0,0,0,0,0,0,0,0,"strong",5,73000,36500,,,"NULL",1587
"Sickening Metamagic Rod, Lesser","strong (no school)",17,"none","9,000 gp","5 lbs.","The wielder can cast up to three spells per day that sicken affected creatures as though using the Sickening Spell feat (Advanced Player's Guide).","Craft Rod, Sickening Spell","4,500 gp","Rod","Ultimate Equipment",,,,,,,,,,,0,0,0,0,0,0,0,0,0,"strong",5,9000,4500,,,"NULL",1585
"Silent Metamagic Rod","strong (no school)",17,"none","11,000 gp","5 lbs.","The wielder can cast up to three spells per day without verbal components as though using the Silent Spell feat.","Craft Rod, Silent Spell","5,500 gp","Rod","Ultimate Equipment",,,,,,,,,,,0,0,0,0,0,0,0,0,0,"strong",5,11000,5500,,,"NULL",1589
"Silent Metamagic Rod, Greater","strong (no school)",17,"none","24,500 gp","5 lbs.","The wielder can cast up to three spells per day without verbal components as though using the Silent Spell feat.","Craft Rod, Silent Spell","12,250 gp","Rod","Ultimate Equipment",,,,,,,,,,,0,0,0,0,0,0,0,0,0,"strong",5,24500,12250,,,"NULL",1590
"Silent Metamagic Rod, Lesser","strong (no school)",17,"none","3,000 gp","5 lbs.","The wielder can cast up to three spells per day without verbal components as though using the Silent Spell feat.","Craft Rod, Silent Spell","1,500 gp","Rod","Ultimate Equipment",,,,,,,,,,,0,0,0,0,0,0,0,0,0,"strong",5,3000,1500,,,"NULL",1588
"Silversheen","faint transmutation",5,"none","250 gp",0,"This shimmering paste-like substance can be applied to a weapon as a standard action. It gives the weapon the properties of alchemical silver for 1 hour, replacing the properties of any other special material it might have. One vial coats a single melee weapon or 20 units of ammunition.","Craft Wondrous Item","125 gp","Wondrous Item","Ultimate Equipment",,,,,,,,,,,0,0,0,0,0,0,0,0,1,"faint",0,250,125,,,"NULL",2390
"Singing Bell Of Striking","faint transmutation",5,"none","6,000 gp","3 lbs.","This simple bowl-shaped bell made of either cold iron or silver is played by rubbing a leather mallet along its rim, creating a ringing sound. By playing the bell while meditating or resting to regain ki, the bearer may attune his ki points to the instrument. Once attuned, the bearer's ki strikes count as cold iron (if the bell is cold iron) or silver (if the bell is silver) instead of magic for the purpose of overcoming damage reduction. This lasts until the next time the bearer rests or meditates to regain ki points. A creature can only be attuned to one singing bell at a time, and a singing bell can only be attuned to one person at a time. Only creatures whose ki strikes normally act as magic weapons can use a singing bell of striking.","Craft Wondrous Item, versatile weapon (Advanced Player's Guide)","3,000 gp","Wondrous Item","Ultimate Equipment",,,,,,,,,,,0,0,0,0,0,0,0,0,1,"faint",3,6000,3000,,,"NULL",2391
"Singing Sword","strong enchantment",14,"none","165,315 gp","4 lbs.","This +2 keen dancing longsword is infused with the soul of a bard who chose to instill his consciousness into a weapon rather than to see his voice die. The sword constantly sings. The only way to silence it to a whisper is with a DC 15 Diplomacy or Intimidate check, and even this only quiets the sword for 10 minutes plus another 10 minutes for every 5 points by which the DC is exceeded. The sword speaks, though it typically communicates through song. A singing sword has the following powers. • Eight times per day, a singing sword can use bardic performance, but can only use the countersong, distraction, fascinate, inspire courage, or inspire competence abilities. The sword is treated as an 8th-level bard for the purposes of these abilities. • Three times per day, the singing sword can use the heroic finale spell (Advance Player's Guide).","Craft Arms and Armor, keen edge, animate object, the soul of a willing bard of at least 8th level","500 gp","Weapon","Ultimate Equipment","chaotic good",14,12,18,17,,"30 ft.",,,,0,0,0,0,0,1,0,0,0,"strong",4,165315,500,"speech (Common and four other languages)","+2 keen dancing longsword","NULL",2605
"Sipping Jacket","moderate transmutation",7,"chest","5,000 gp","5 lbs.","Absorbent fibers line this heavy canvas coat. Once per day as a standard action, the wearer can pour a potion onto this lining, suffusing it into the coat. If the potion has an instantaneous duration, the wearer can activate the coat as a swift action to consume the potion. If the potion's duration is measured in rounds, the wearer can activate the coat as a swift action to gain the potion's benefits for 1 round, repeating as desired each round until the potion's entire duration has been used. These rounds do not need to be consecutive. The coat absorbs only potions with instantaneous or round-based durations, and only those which affect creatures (for example, it does not work on oils). Once the coat absorbs a potion, the potion cannot be retrieved from it, only used as described above. The absorbed potion loses its powers after 24 hours, even if unused.","Craft Wondrous Item, amplify elixir","2,500 gp","Wondrous Item","Ultimate Equipment",,,,,,,,,,,0,0,0,0,0,0,0,0,1,"moderate",5,5000,2500,,,"NULL",1777
"Sizzling Arrow","moderate evocation",9,"none","1,516 gp",0,"This +1 corrosive arrow continues to leak acid onto its target each round, dealing 1d6 points of acid damage on the attacker's turn for the next 3 rounds. Removing the arrow requires a successful DC 10 Heal check and prevents any further damage from the arrow (the DC increases to 15 if the target tries to remove the arrow from herself). Removing the arrow destroys it. The arrow dissolves once the 3 rounds pass.","Craft Magic Arms and Armor, acid arrow","758 gp","Weapon","Ultimate Equipment",,,,,,,,,,,0,0,0,0,0,0,1,0,0,"moderate",0,1516,758,,"+1 corrosive arrow","NULL",1364
"Skullsoul","strong necromancy",18,"none",,"8 lbs.","This grim, alabaster figurine is the size of a human skull with an elaborately sculpted base. The Skullsoul is inert until it is bonded with a living creature. It then becomes a powerful and never-questioning companion. The Skullsoul functions as a demilich (Bestiary 3 66) without the devour soul, rejuvenation, telekinetic storm, and torpor abilities, and with a hardness of 10. It is under the complete control of whoever bonds with the skull. Bonding with the Skullsoul is a ritual that takes 24 hours to perform, and doing so is an evil act. Paladins and good clerics who do so become ex-paladins and ex-clerics respectively. If they wish to atone, they must intercede with their deities (expending 2,500 gp in rare incense and offerings) and must promise to contain the skull.",,,"Artifact","Ultimate Equipment",,,,,,,,,,"The Skullsoul cannot be destroyed but it can be contained. As long as the Skullsoul stays pierced by either a weapon with the vorpal special ability or a holy avenger, it is contained and entirely inert until the sword is removed.",0,1,0,0,0,0,0,1,0,"strong",8,0,0,,,"NULL",2527
"Slashing Cloak","faint illusion and transmutation",5,"shoulders","20,000 gp","1 lb.","This thick burgundy cloak is trimmed with mithral plates and cut to fit handsomely over heavy armor. As a full-round action, the wearer can spin in his space, damaging each creature within 5 feet. This attack uses the wearer's highest base attack bonus against each creature, and deals 2d6 damage on a hit. The wearer is considered proficient with this attack. Furthermore, the cloak can be magically enhanced like a melee weapon, adding the cost of the melee weapon property to the cloak's cost.","Craft Wondrous Item, blade barrier","10,000 gp","Wondrous Item","Ultimate Equipment",,,,,,,,,,,0,0,0,0,0,0,0,0,1,"faint",1,20000,10000,,,"NULL",2100
"Slaying Arrow","strong necromancy",13,"none","2,282 gp","1/10 lb.","This +1 arrow is keyed to a particular type or subtype of creature. If it strikes such a creature, the target must succeed at a DC 20 Fortitude save or take 50 points of damage. Note that even creatures normally exempt from Fortitude saves (undead and constructs) are subject to this attack. When keyed to a living creature, this is a death effect (and thus death ward protects a target). To determine the type or subtype of creature the arrow is keyed to, roll on the table below. A greater slaying arrow functions just like a normal slaying arrow, but the DC to avoid the death effect is 23 and the arrow deals 100 points of damage if the saving throw is failed. d% DESIGNATED TYPE OR SUBTYPE 01-05 Aberrations 06-09 Animals 10-16 Constructs 17-27 Dragons 28-32 Fey 33 Humanoids, aquatic 34-35 Humanoids, dwarf 36-37 Humanoids, elf 38-44 Humanoids, giant 45 Humanoids, gnoll 46 Humanoids, gnome 47-49 Humanoids, goblinoid 50 Humanoids, halfling 51-54 Humanoids, human 55-57 Humanoids, reptilian 58-60 Humanoids, orc 61-65 Magical beasts 66-70 Monstrous humanoids 71-72 Oozes 73 Outsiders, air 74-76 Outsiders, chaotic 77 Outsiders, earth 78-80 Outsiders, evil 81 Outsiders, fire 82-84 Outsiders, good 85-87 Outsiders, lawful 88 Outsiders, water 89-90 Plants 91-98 Undead 99-100 Vermin","Craft Magic Arms and Armor, finger of death","1,144 gp","Weapon","Ultimate Equipment",,,,,,,,,,,0,0,0,0,0,0,0,1,0,"strong",0.1,2282,1144,,"+1 arrow","NULL",1365
"Slaying Arrow, Greater","strong necromancy",13,"none","2,032 gp","1/10 lb.","This +1 arrow is keyed to a particular type or subtype of creature. If it strikes such a creature, the target must succeed at a DC 20 Fortitude save or take 50 points of damage. Note that even creatures normally exempt from Fortitude saves (undead and constructs) are subject to this attack. When keyed to a living creature, this is a death effect (and thus death ward protects a target). To determine the type or subtype of creature the arrow is keyed to, roll on the table below. A greater slaying arrow functions just like a normal slaying arrow, but the DC to avoid the death effect is 23 and the arrow deals 100 points of damage if the saving throw is failed. d% DESIGNATED TYPE OR SUBTYPE 01-05 Aberrations 06-09 Animals 10-16 Constructs 17-27 Dragons 28-32 Fey 33 Humanoids, aquatic 34-35 Humanoids, dwarf 36-37 Humanoids, elf 38-44 Humanoids, giant 45 Humanoids, gnoll 46 Humanoids, gnome 47-49 Humanoids, goblinoid 50 Humanoids, halfling 51-54 Humanoids, human 55-57 Humanoids, reptilian 58-60 Humanoids, orc 61-65 Magical beasts 66-70 Monstrous humanoids 71-72 Oozes 73 Outsiders, air 74-76 Outsiders, chaotic 77 Outsiders, earth 78-80 Outsiders, evil 81 Outsiders, fire 82-84 Outsiders, good 85-87 Outsiders, lawful 88 Outsiders, water 89-90 Plants 91-98 Undead 99-100 Vermin","Craft Magic Arms and Armor, heightened finger of death","4,057 gp","Weapon","Ultimate Equipment",,,,,,,,,,,0,0,0,0,0,0,0,1,0,"strong",0.1,2032,4057,,"+1 arrow","NULL",1366
"Sleep Arrow","faint enchantment",5,"none","132 gp","1/10 lb.","This +1 arrow is painted white and has white fletching. If it strikes a foe so that it would normally deal damage, it instead bursts into magical energy that deals nonlethal damage (the same amount as it would deal lethal damage) and forces the target to make a successful DC 11 Will save or fall asleep.","Craft Magic Arms and Armor, sleep","70 gp","Weapon","Ultimate Equipment",,,,,,,,,,,0,0,0,0,0,1,0,0,0,"faint",0.1,132,70,,"+1 arrow","NULL",1367
"Sleeves Of Many Garments","faint illusion",1,"wrists","200 gp","1 lb.","These translucent cloth tubes easily fit over their wearer's arms. The wearer of these sleeves can, when she slips them on, choose to transform her current garments into any other nonmagical set of clothing. These new clothes fit her perfectly and are always clean and mended unless she specifically designates otherwise. When she removes the sleeves, her clothes revert to their original form.","Craft Wondrous Item, disguise self","100 gp","Wondrous Item","Ultimate Equipment",,,,,,,,,,,0,0,0,0,0,0,0,0,0,"faint",1,200,100,,,"NULL",2144
"Slippers Of Cloudwalking","moderate transmutation",11,"feet","4,400 gp","1 lb.","The wearer of these slippers may walk on air (as the spell air walk) for up to 10 minutes per day, which may be used in 1-minute increments and requires no action to activate. However, she may only walk on air within or on top of natural or magical mist or fog, including fog-like gases such as those created by acid fog, cloudkill, incendiary cloud, or stinking cloud. Walking on top of such clouds carries no danger for the wearer, but walking through the cloud has its normal effect.","Craft Wondrous Item, wind walk","2,200 gp","Wondrous Item","Ultimate Equipment",,,,,,,,,,,0,0,0,0,0,0,0,0,1,"moderate",1,4400,2200,,,"NULL",1857
"Slippers Of Spider Climbing","faint transmutation",4,"feet","4,800 gp","1/2 lb.","When worn, a pair of these slippers enables movement on vertical surfaces or even upside down along ceilings, leaving the wearer's hands free. Her climb speed is 20 feet. Severely slippery surfaces-icy, oiled, or greased surfaces-make these slippers useless. The slippers can be used for 10 minutes per day, split up as the wearer chooses (minimum 1 minute per use).","Craft Wondrous Item, spider climb","2,400 gp","Wondrous Item","Ultimate Equipment",,,,,,,,,,,0,0,0,0,0,0,0,0,1,"faint",0.5,4800,2400,,,"NULL",1858
"Slippers Of The Triton","moderate abjuration",7,"feet","56,000 gp","1 lb.","These slippers allow the wearer to breathe water. Additionally, if the wearer has no swim speed, she gains a 30 foot swim speed. If the wearer has a swim speed, she gains a +10 foot enhancement bonus to her swim speed.","Craft Wondrous Item, ride the waves (Ultimate Magic)","28,000 gp","Wondrous Item","Ultimate Equipment",,,,,,,,,,,0,0,1,0,0,0,0,0,0,"moderate",1,56000,28000,,,"NULL",1859
"Smuggler's Collapsible Robe","moderate conjuration",9,"body","48,000 gp","1 lb.","Appearing to be nothing more than a ratty wool robe with a hood, this garment is an invaluable tool for spies, thieves, and smugglers. On command, the wearer and non-living objects up to her maximum load are sucked into an extradimensional space within the robe, leaving the robe to collapse where the wearer was standing. The robe appears to be merely a pile of discarded clothes, and does not detect as magical or function so long as the wearer is within the extradimensional space. While inside the extradimensional space, the wearer cannot take most actions, but can breathe comfortably for up to 24 hours. The wearer can see the area around the robe, though special senses such as darkvision or blindsense do not function. The wearer may leave the extradimensional space with a thought as a free action-the only action he can make while inside the extradimensional space. He reappears wearing the robe once more. However, if there is not enough room for the wearer to reappear (for example, if the robe was placed inside a small box) then the wearer cannot leave the extradimensional space. If the robe is destroyed or its magic suppressed while the wearer is within the extradimensional space, or if he spends 24 hours within it, he and all objects inside reappear instantaneously in the robe's space, and the wearer is dazed for one round.","Craft Wondrous Item, secret chest, magic aura, arcane eye","24,000 gp","Wondrous Item","Ultimate Equipment",,,,,,,,,,,0,0,0,1,0,0,0,0,0,"moderate",1,48000,24000,,,"NULL",1756
"Snakeskin Tunic","moderate abjuration and transmutation",8,"chest","8,000 gp","2 lbs.","A snakeskin tunic is a tight, form-fitting shirt crafted from the scales of a giant snake. When worn, it grants a +1 armor bonus to AC, a +2 enhancement bonus to Dexterity, and a +2 resistance bonus on saving throws against poison.","Craft Wondrous Item, cat's grace, delay poison","4,000 gp","Wondrous Item","Ultimate Equipment",,,,,,,,,,,0,0,1,0,0,0,0,0,1,"moderate",2,8000,4000,,,"NULL",1778
"Snapleaf","faint transmutation",5,"none","750 gp",0,"This crystalline carving looks like a hand-sized tree leaf. It is usually worn around the neck on a strap so it is within easy reach, but can be affixed to a belt or clothing just like a badge. Activating a snapleaf is an immediate action and gives the bearer the benefits of feather fall and invisibility. The duration of the two effects work independently; ending one early does not affect the other. The item cannot be activated to provide just one of these two effects; they are always activated simultaneously.","Craft Wondrous Item, feather fall, invisibility","375 gp","Wondrous Item","Ultimate Equipment",,,,,,,,,,,0,0,0,0,0,0,0,0,1,"faint",0,750,375,,,"NULL",2392
"Sniper Goggles","faint divination",5,"eyes","20,000 gp","1 lb.","The leather strap attached to these bulbous lenses allows their wearer to fit them to his head. The wearer of these goggles can make ranged sneak attacks from any distance instead of the normal 30 feet. When making ranged sneak attacks within 30 feet, the wearer gains a +2 circumstance bonus on each sneak attack damage die.","Craft Wondrous Item, true strike","10,000 gp","Wondrous Item","Ultimate Equipment",,,,,,,,,,,0,0,0,0,1,0,0,0,0,"faint",1,20000,10000,,,"NULL",1813
"Sniper Goggles, Greater","moderate divination",8,"eyes","50,000 gp",0,"These goggles feature stubby periscopelike lenses that expand and retract depending on the needs of the wearer. These goggles function as sniper goggles, but the wearer gains the +2 circumstance bonus on each sneak attack when making a sneak attack at any range.","Craft Wondrous Item, true strike","25,000 gp","Wondrous Item","Ultimate Equipment",,,,,,,,,,,0,0,0,0,1,0,0,0,0,"moderate",0,50000,25000,,,"NULL",1814
"Soothsayer's Raiment","faint divination",5,"armor","10,300 gp","40 lbs.","This +1 chainmail is attuned to a particular oracular mystery and contains a revelation associated with that mystery (see the oracle class description in the Advanced Player's Guide). Its design and coloration are typically suggestive of its related mystery. While wearing the armor, an oracle has access to that revelation and may use it as if she had it as a normal class feature. The oracle must have the appropriate mystery to use the armor; for example, a soothsayer's raiment (battlecry) is only usable by an oracle of battle. If the wearer already has that revelation and the revelation grants an ability with a limited number of uses per day, the oracle can use that ability one additional time per day. This ability has no effect if the armor is worn by a non-oracle. For divination spells with a percentage-based chance of success (such as augury and divination), the wearer's chance increases by +5.","Craft Magic Arms and Armor, augury, creator must be an oracle with the desired revelation","5,300 gp","Armor","Ultimate Equipment",,,,,,,,,,,0,0,0,0,1,0,0,0,0,"faint",40,10300,5300,,"+1 chainmail","NULL",1279
"Sorcerer's Robe","moderate evocation",10,"body","5,000 gp","1 lb.","This dapper robe enables a sorcerer to add the effects of her 1st-level bloodline power to spells she casts. As a swift action before casting a spell, the wearer expends one use of her 1st-level bloodline power and selects one target of the spell to be affected by that bloodline power. If the spell allows a saving throw, a successful save against the spell means the bloodline power deals half damage (if it normally deals hit point damage) or is negated (if it does not). The robe can be used up to three times per day.","Craft Wondrous Item, Quicken Spell-Like Ability, creator must be a sorcerer","2,500 gp","Wondrous Item","Ultimate Equipment",,,,,,,,,,,0,0,0,0,0,0,1,0,0,"moderate",1,5000,2500,,,"NULL",1757
"Soul Soap","faint abjuration",1,"none","200 gp","2 lbs.","This small bar of coarse gray soap has tiny pieces of ash, coal, or hard earth embedded in it, leaving anyone washed with it as dirty as before. Washing a creature with the soap requires water and takes 1 minute, after which the creature can attempt a new Will saving throw against any hostile ongoing mind-affecting effect currently affecting it. Unwilling creatures must be pinned or otherwise made helpless before they can be washed. The soap is sufficient to wash one creature.","Craft Wondrous Item, resistance","100 gp","Wondrous Item","Ultimate Equipment",,,,,,,,,,,0,0,1,0,0,0,0,0,0,"faint",2,200,100,,,"NULL",2393
"Soulbound Eye","strong necromancy",16,"headband","30,000 gp",0,"Appearing at first like an expensive, masochistic adornment, this almond-sized star ruby is set in a gold clasp, one side of which is festooned with several long spikes. A soulbound eye is not an item that most creatures would voluntarily wear- they are instead crafted by powerful creatures who wish to use another creature as a sort of remote-viewing slave. A soulbound eye must be attached to a willing or helpless creature by pressing the spike-covered surface to the creature's brow-the gem swiftly and painfully embeds itself in the victim's forehead, immediately activating to forge a shared link between the wearer and the creature who placed the item on its head (the ""master""). Once implanted, the soulbound eye allows the master to observe the world around the wearer through the wearer's senses. It also allows for telepathic communication between the wearer and the master. Neither of these features function across planar boundaries. The soulbound eye's wearer is not compelled to obey its master's telepathic commands, but the master can use the soulbound eye as a conduit for hold monster, modify memory, pain strike (Advanced Player's Guide), and suggestion spells, treating the wearer as the target of the spell no matter the distance between master and wearer. The victim is allowed any normal saving throws or spell resistance against spells cast through the soulbound eye. An implanted soulbound eye functions like a cursed item once it is in place-it can only be removed if the curse is first lifted via an effect like remove curse or break enchantment. Once removed, a soulbound eye crumbles to fragments.","Craft Wondrous Item, scrying","15,000 gp","Wondrous Item","Ultimate Equipment",,,,,,,,,,,0,0,0,0,0,0,0,1,0,"strong",0,30000,15000,,,"NULL",1988
"Sovereign Glue","strong transmutation",20,"none","2,400 gp",0,"This pale amber substance is thick and viscous. Because of its particular powers, it can be contained only in a flask whose inside has been coated with 1 ounce of salve of slipperiness, and each time any of the bonding agent is poured from the flask, a new application of the salve of slipperiness must be put in the flask within 1 round to prevent the remaining glue from adhering to the side of the container. A flask of sovereign glue, when found, holds anywhere from 1 to 7 ounces of the stuff (1d8-1, minimum 1), with the other ounce of the flask's capacity taken up by the salve of slipperiness. One ounce of this adhesive covers 1 square foot of surface, bonding virtually any two substances together in a permanent union. The glue takes 1 round to set. If the objects are pulled apart (a move action) before that time has elapsed, that application of the glue loses its stickiness and is worthless. If the glue is allowed to set, then attempting to separate the two bonded objects has no effect, except when universal solvent is applied to the bond. Sovereign glue is dissolved by universal solvent. The price and creation cost given are per ounce.","Craft Wondrous Item, make whole","1,200 gp","Wondrous Item","Ultimate Equipment",,,,,,,,,,,0,0,0,0,0,0,0,0,1,"strong",0,2400,1200,,,"NULL",2394
"Sparkwake Starknife","moderate evocation",8,"none","21,324 gp","3 lbs.","A faint trail of sparks marks the passage of this +1 shock starknife whenever it is thrown. Once per day, its wielder may throw it so it transforms into an 8th-level lightning bolt (Reflex DC 14 half), returning to its physical form at the end of the bolt's path.","Craft Magic Arms and Armor, lightning bolt","10,824 gp","Weapon","Ultimate Equipment",,,,,,,,,,,0,0,0,0,0,0,1,0,0,"moderate",3,21324,10824,,"+1 shock starknife","NULL",1368
"Spectacles Of Understanding","faint divination",2,"eyes","3,000 gp",0,"When worn, these innocent-looking spectacles convert any written language to one known by the wearer, as the comprehend languages spell. The glasses are also good at detecting falsified documents, granting their wearer a +5 bonus to Linguistics checks to identify forgeries and the ability make such checks untrained.","Craft Wondrous Item, comprehend languages","1,500 gp","Wondrous Item","Ultimate Equipment",,,,,,,,,,,0,0,0,0,1,0,0,0,0,"faint",0,3000,1500,,,"NULL",1815
